"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state"
"WINDSOR TEA ROOM","334 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"PAKWAN","501 OFARRELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"COMIDA YUCATAN CITY PIZZA","294 TURK ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"KIM HOANG COFFEE & FAST FOOD","246 LEAVENWORTH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KYU3 NOODLE & BBQ","337 JONES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"YEMEN KITCHEN","219 JONES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ALFARO RESTAURANT","393 EDDY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KRISPY KRUNCHY CHICKEN","393 EDDY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,427,"CA"
"BISCUITS & BLUES","401 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"SAKANA","605 POST ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"CHUTNEY","511 JONES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"COLIBRI MEXICAN BISTRO","438 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",50,3559,"CA"
"HONEY HONEY CAF & CREPERY","599 POST ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"COCOBANG","550 TAYLOR ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WINGS PLUS","533 JONES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"BELLA LUCCA","418 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"STANLEY'S STEAMERS HOT DOGS","320 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CLOCK BAR","335 POWELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",70,4982,"CA"
"BAR 587","587 POST ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LA SCENE CAFE & BAR","490 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",23,1637,"CA"
"OAK ROOM-THE WESTIN ST FRANCIS","335 POWELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",19,1353,"CA"
"ZINGARI RISTORANTE","501 POST ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",18,1281,"CA"
"CHABAA THAI CUISINE","420 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"KATANA-YA RESTAURANT & LOUNGE","430 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TAQUERIA EL SOL","595 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MILAN PIZZA","606 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"LITTLE SHEEP MONGOLIAN HOT POT","405 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SCARLETT RESTAURANT","386 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MORTIMER","550 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MENSHO TOKYO","672 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TSE LOGS","552 JONES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PHARAOHS MEDITERRANEAN SNDWCHS","608 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"AVELINE RESTAURANT","490 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"398 BRASSERIE","398 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SIAM ORCHID LLC","518 TAYLOR ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BANDIT","683 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"DOTTIES TRUE BLUE CAFE","522 JONES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PERFECT HAMBURGER","601 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"JACK IN THE BOX","400 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",32,2278,"CA"
"OLYMPIC FLAME CAFE","555 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"KIM THANH","607 GEARY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"SHALIMAR","532 JONES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"BURGER KING","35 POWELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",35,2447,"CA"
"SMOOTH THAI RESTAURANT","55 CYRIL MAGNIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","147 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"BISTRO 10UN","10 UNITED NATIONS PLZ # 6","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",12,854,"CA"
"CABLE 55","55 CYRIL MAGNIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"QUICK STOP","1072 MARKET ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"CAFE MIRTILLE","87 MCALLISTER ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GOLDEN PHOENIX","45 MCALLISTER ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SIAM CITY INC","201 ELLIS ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KIN KHAO","55 CYRIL MAGNIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAMMY'S CAFE & MARKET","240 TAYLOR ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TBD RESTAURANT CORP","129 ELLIS ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PUNJAB KABAB HOUSE","101 EDDY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"CAFE 44","111 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FARMERBROWN","25 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LITTLE DELHI","83 EDDY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"TAQUERRIA CASTILLO V 2","10 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"OLD SIAM THAI RESTAURANT","201 ELLIS ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"BANDHAN LLC","83 EDDY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"POPSON'S BURGERS","998 MARKET ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WAYSTONE WINE BAR","992 MARKET ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SIKAND RESTAURANT LLC","111 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TURN CAFE","28 CYRIL MAGNIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DOSA ALLEE","1020 MARKET ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BACARO","39 TAYLOR ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"PALACE OF SPICES INC","173 EDDY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"YRSINT","940 MARKET ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CARL'S JR","1 HALLIDIE PLZ","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",27,1922,"CA"
"PUCCINI & PINETTI","129 ELLIS ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",50,3559,"CA"
"KUSINA NI TESS","237 ELLIS ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"TAQUERIA CASTILLO","86 MCALLISTER ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"HAYES STREET GRILL","320 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",50,3559,"CA"
"TRUE SAKE","560 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"JARDINIERE","300 GROVE ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",83,5907,"CA"
"SMUGGLERS COVE","650 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PATXI'S PIZZA","511 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","77 VAN NESS AVE # 100","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"GROVE","301 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",35,2491,"CA"
"NOJO RESTAURANT","231 FRANKLIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DOBBS FERRY RESTAURANT","406 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BIERGARTEN LLC","424 OCTAVIA ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LERS ROS THAI","307 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LUNCHPAD","581 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BURGERS 355","488A HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PAPITO HAYES","425 HAYES ST # A","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TALBOT CAFE","244 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"MONSIEUR BENJAMIN","451 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ABSINTHE BRASSERIE & BAR","398 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BAI THONG","298 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"MIETTE","449 OCTAVIA ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"STACKS","501 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"DOUBLE DECKER","465 GROVE ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LOVING CUP","535 OCTAVIA ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PLAJ RESTAURANT","333 FULTON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",18,1281,"CA"
"CALA","149 FELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NIGHTBIRD","330 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BOBA GUYS","8 OCTAVIA ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAFE CREME DE HAYES VALLEY LLC","50 OAK ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HARU","400 GROVE ST # 306","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DIABLO RESTAURANT","409 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NINA'S CAFE","201 FELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"ARLEQUIN CAFE & FOOD-TO-GO","384 HAYES ST # B","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"MAX'S RESTAURANTS","601 VAN NESS AVE # T","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",60,4270,"CA"
"BURGER KING","819 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",58,2447,"CA"
"ISTITUTO ITALIANO DI CULTURA","601 VAN NESS AVE # F","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BUSINESS LINKS","601 VAN NESS AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ROUND TABLE PIZZA","801 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"MAX'S OPERA CAFE","601 VAN NESS AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"SAIGON SANDWICHES","560 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"ALLSTAR DONUTS & BURGERS","290 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"FIESTA TACOS","250 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"HAI'S RESTAURANT","227 HYDE ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"BENTO HOUSE","448 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BALO VIETNAMESE EATERY","426 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"AROMA CAFE","528 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DUMPLINGS","380 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EL CASTILLITO TAQUERIA STAR","250 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EMPERORS KITCHEN","418 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"GATEWAY CROISSANT","390 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"JIN MI BBQ & TOFU","366 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MONG THU CAFE","248 HYDE ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"A & J BELLO INC","370 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"MRCRAVE/BISTRO + CAFE","655 ELLIS ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LAPHET","448 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HIMALAYAN PIZZA & MOMO","288 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TU KIM CAFE","609 ELLIS ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"SING SING SANDWICH SHOP","309 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"GOLDEN KIM TAR RESTAURANT","434 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"TU LAN","8 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",13,926,"CA"
"SPICY GAREND RESTAURANT","996 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"MONTEREY PIZZA & ASIAN ZAP","87 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"S F PIZZA","1270 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"LOVING HUT","865 MARKET ST # C12","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TOKYO EXPRESS","814 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"AJISEN RAMEN","865 MARKET ST # C12","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SOMA PIZZA","140 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAN FRANCISCO PIZZA CO","833 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BAZILLE-NORDSTROM SN FRANCISCO","865 MARKET ST # 4","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"PRANZO PIZZA","32 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SOMA RESTAURANT & BAR","85 5TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAFFE CENTRAL","845 MARKET ST # FE13A","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHIPOTLE MEXICAN GRILL","865 MARKET ST # C10","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"CHARLEYS PHILLY STEAKS","845 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"MOYA","121 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"SARKU JAPAN","865 MARKET ST # C08","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BAR 888","888 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"EDUCATED PALATE","88 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"SOMA PIZZA","104 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BUCKHORN GRILL","845 MARKET ST # FE5","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"4505 MEATS","1246 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"MY CHINA-SF","845 MARKET ST # 480","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BOX KITCHEN","431 NATOMA ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HOMESKILLET","1001 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAVALIER","360 JESSIE ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAFE VENUE FIFTH","67 5TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FIRE OF BRAZIL EXPRESS","865 MARKET ST # A","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MONTESACRO PINSERIA","510 STEVENSON ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TAP 415","845 MARKET ST # 495","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"PANDA EXPRESS","865 MARKET ST # C24","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"TAQUERIA CANCUN","1003 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"CHICO'S PIZZA","131 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"MAGIC WOK","84 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"DIRTY HABIT SAN FRANCISCO","12 4TH ST # 500","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",50,3559,"CA"
"MARKET STREET GRILL","1231 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"SEVEN MISSION RESTAURANT","150 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"MEL'S DRIVE-IN","801 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"CHIEFTAIN IRISH PUB & RSTRNT","198 5TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"PASTA MOTO","845 MARKET ST # FE6","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",14,997,"CA"
"CITY BEER","1160 MISSION ST OFC","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"BEARD PAPA'S","845 MARKET ST # FE16","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"SORABOL","845 MARKET ST # FE3","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","1099 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"LUCE RESTAURANT","888 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"MISS SAIGON","100 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GREEN PAPAYA","825 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"54 MINT","16 MINT PLZ","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ZPIZZA","883 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FLYING FALAFEL","1051 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TERRY PHAN","150 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EDEN RESTAURANT LLC","8 MINT PLZ","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"AMERICAN PACIFIC INTL CAPITAL","121 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KEYSTONE","68 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",100,7117,"CA"
"LOBSTER ME","845 MARKET ST # FE15","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"THOUGHTS STYLE CUISINE","139 8TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ALLSTAR CAFE","98 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NEW SUPREMO","87 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SLICE OF LIFE CAFE","1380 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NEW MAGIC WOK","88 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TEO","1111 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",22,1566,"CA"
"POKE BAR","1355 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"STREET TACO","83 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"K-OZ RESTAURANT & BREWERY","121 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"STRAND CAFE","1127 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KAGAWA YA UDON NOODLE CO","1455 MARKET ST # 3","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"FIFTH STREET CAFE CORP","155 5TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KAISEN SUSHI","71 5TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ORGANIC COUP","1355 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHEZ NOUS CAFE","1145 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MELT","925 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RAAVI EATERY","1063 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FALAFEL LAND","133 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,0,"CA"
"TONY BALONYS","1098 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"TEMPEST BAR & RESTAURANT","431 NATOMA ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",29,2064,"CA"
"DENNY'S","816 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",65,3913,"CA"
"DOTTIE'S TRUE BLUE CAFE","28 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"PLATTERS CATERING INC","501 FELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MAZZAT LEBANESE","501 FELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"AARON JONAS CATERING","553 IVY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUPPENKUECHE","525 LAGUNA ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"IL BORGO","500 FELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"DOMO","511 LAGUNA ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA"
